#DATA_BASE,DOCUMENTO,CNPJ,AGENCIA,NOME_INSTITUICAO,COD_CONGL,NOME_CONGL,TAXONOMIA,CONTA,NOME_CONTA,SALDO,URL,URL_Documentos,Assembelias,
202310,4010,3750034,,COOP SICREDI AJURIS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"257145270,62",none,none,none,
202310,4010,3793242,,COOP SICREDI SUL SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2303756390,00",https://www.sicredi.com.br/coop/sulsc/,https://www.sicredi.com.br/coop/sulsc/documentos-e-relatorios/,https://www.sicredi.com.br/coop/sulsc/assembleias/,
202310,4010,4237413,,COOP SICREDI VALE SÃO FRANCISCO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"313842812,84",https://www.sicredi.com.br/coop/valedosaofrancisco/,https://www.sicredi.com.br/coop/valedosaofrancisco/documentos-e-relatorios/,https://www.sicredi.com.br/coop/valedosaofrancisco/assembleias/,
202310,4010,4463602,,COOP SICREDI CEN OEST PAULISTA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1295588877,16",https://www.sicredi.com.br/coop/centro-oeste-paulista/,https://www.sicredi.com.br/coop/centro-oeste-paulista/documentos-relatorios/,https://www.sicredi.com.br/coop/centro-oeste-paulista/assembleias/,
202310,4010,4484490,,COOP SICREDI ALTA NOROESTE SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"637828264,21",https://www.sicredi.com.br/coop/alta-noroeste-sp/,https://www.sicredi.com.br/coop/alta-noroeste-sp/documentos-e-relatorios/,none,
202310,4010,4525997,,COOP SICREDI COOPERUCS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"89907266,55",https://www.sicredi.com.br/coop/cooperucs/,https://www.sicredi.com.br/coop/cooperucs/documentos-relatorios/,none,
202310,4010,4853988,,COOP SICREDI BANDEIRANTES,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"166729064,39",https://www.sicredi.com.br/coop/bandeirantes/,none,none,
202310,4010,4886317,,COOP SICREDI CREDJURIS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"139035621,60",https://www.sicredi.com.br/coop/credjuris/,none,none,
202310,4010,5545390,,CC SICREDI COOMAMP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"54836799,20",https://www.sicredi.com.br/coop/coomamp/,https://www.sicredi.com.br/coop/coomamp/documentos-e-relatorios/,https://www.sicredi.com.br/coop/coomamp/assembleias/,
202310,4010,6078926,,COOP SICREDI CREDENOREG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"88856563,85",https://www.sicredi.com.br/coop/credjuris/,none,none,
202310,4010,6332931,,COOP SICREDI CERRADO GO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1621965695,67",https://www.sicredi.com.br/coop/cerrado-go/,https://www.sicredi.com.br/coop/cerrado-go/documentos-e-relatorios/,https://www.sicredi.com.br/coop/cerrado-go/assembleias/,
202310,4010,7070495,,COOP SICREDI EMPREENDEDORES,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"193042530,82",none,none,none,
202310,4010,7206072,,COOP SICREDI NOVOS HORIZONTES,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2193416755,23",https://www.sicredi.com.br/coop/novos-horizontes-prsp/,none,none,
202310,4010,8041950,,COOP SICREDI COOPERJURIS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"73166774,04",https://www.sicredi.com.br/coop/cooperjuris/,https://www.sicredi.com.br/coop/cooperjuris/documentos-e-relatorios/,none,
202310,4010,8143326,,COOP SICREDI SÃO LUÍS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"47547395,63",https://www.sicredi.com.br/coop/saoluis/,https://www.sicredi.com.br/coop/saoluis/documentos-e-relatorios/,none,
202310,4010,9343038,,COOP SICREDI ALTSERTÃO PARAIBANO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"187771966,71",https://www.sicredi.com.br/coop/altosertaoparaibano/,https://www.sicredi.com.br/coop/altosertaoparaibano/documentos-e-relatorios/,https://www.sicredi.com.br/coop/altosertaoparaibano/assembleias/,
202310,4010,10348181,,COOP SICREDI VALE LITORAL SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3155808555,14",https://www.sicredi.com.br/coop/valelitoralsc/,https://www.sicredi.com.br/coop/valelitoralsc/documentos-e-relatorios/,none,
202310,4010,10736214,,COOP SICREDI PLAN CENTRAL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2879690796,45",https://www.sicredi.com.br/coop/planaltocentral/,https://www.sicredi.com.br/coop/planaltocentral/documentos-e-relatorios/,https://www.sicredi.com.br/coop/planaltocentral/assembleias/,
202310,4010,19962468,,COOP SICREDI COOABCRED RS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"55134262,47",https://www.sicredi.com.br/coop/cooabcred/,https://www.sicredi.com.br/coop/cooabcred/documentos-e-relatorios/,https://www.sicredi.com.br/coop/cooabcred/assembleias/,
202310,4010,24654881,,COOP SICREDI UNIÃO MS/TO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5791190065,82",none,none,none,
202310,4010,25626490,,COOP SICREDI CREDIGRANDE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"115973991,80",https://www.sicredi.com.br/coop/credigrande/,https://www.sicredi.com.br/coop/credigrande/documentos-e-relatorios/,https://www.sicredi.com.br/coop/credigrande/assembleias/,
202310,4010,26191078,,COOP SICREDI SUL DO MARANHÃO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"39734821,59",https://www.sicredi.com.br/coop/suldomaranhao/,none,https://www.sicredi.com.br/coop/suldomaranhao/assembleias/,
202310,4010,26408161,,COOP SICREDI CENTRO-SUL MS/BA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5699257969,32",https://www.sicredi.com.br/coop/centro-sul-ms/,none,https://www.sicredi.com.br/coop/centro-sul-ms/assembleias/,
202310,4010,26408187,,COOP SICREDI PANTANAL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2071109992,22",https://www.sicredi.com.br/coop/pantanalms/,https://www.sicredi.com.br/coop/pantanalms/documentos-e-relatorios/,https://www.sicredi.com.br/coop/pantanalms/assembleias/,
202310,4010,26529420,,COOP SICREDI OURO VERDE MT,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"10072957501,83",https://www.sicredi.com.br/coop/ouroverdemt/,https://www.sicredi.com.br/coop/ouroverdemt/documentos-e-relatorios/,https://www.sicredi.com.br/coop/ouroverdemt/assembleias/,
202310,4010,26549311,,COOP SICREDI INTEGRAÇÃO MT/AP/PA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2189038304,16",https://www.sicredi.com.br/coop/integracaomtappa/,https://www.sicredi.com.br/coop/integracaomtappa/documentos-e-relatorios/,none,
202310,4010,26555235,,COOP SICREDI CELEIRO DO MT,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5661615694,03",https://www.sicredi.com.br/coop/celeiro-mtrr/,https://www.sicredi.com.br/coop/celeiro-mtrr/documentos-e-relatorios/,https://www.sicredi.com.br/coop/celeiro-mtrr/assembleias/,
202310,4010,32983165,,COOP SICREDI VL DO CERRADO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"4001832905,93",https://www.sicredi.com.br/coop/valedocerrado/,https://www.sicredi.com.br/coop/valedocerrado/documentos-e-relatorios/,none,
202310,4010,32995755,,COOP SICREDI SUDOESTE MT/PA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"7406709709,17",https://www.sicredi.com.br/coop/sudoeste-mt-pa/,https://www.sicredi.com.br/coop/sudoeste-mt-pa/documentos-e-relatorios/,https://www.sicredi.com.br/coop/sudoeste-mt-pa/assembleias/,
202310,4010,33021064,,COOP SICREDI ARAXINGÚ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5609160341,23",https://www.sicredi.com.br/coop/araxingu/,https://www.sicredi.com.br/coop/araxingu/documentos-e-relatorios/,https://www.sicredi.com.br/coop/araxingu/assembleias/,
202310,4010,33022690,,COOP SICREDI BIOMAS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2655415710,50",https://www.sicredi.com.br/coop/biomas/,https://www.sicredi.com.br/coop/biomas/documentos-e-relatorios/,none,
202310,4010,35571249,,COOP SICREDI EVOLUÇÃO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2842855946,66",https://www.sicredi.com.br/coop/evolucao/,https://www.sicredi.com.br/coop/evolucao/documentos-e-relatorios/,https://www.sicredi.com.br/coop/evolucao/assembleias/,
202310,4010,37442605,,COOP SICREDI GRANDES RIOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5271254818,80",https://www.sicredi.com.br/coop/grandesrios/,https://www.sicredi.com.br/coop/grandesrios/documentos-e-relatorios/,none,
202310,4010,41180092,,COOP SICREDI EXPANSÃO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2081439472,61",https://www.sicredi.com.br/coop/expansao/,https://www.sicredi.com.br/coop/expansao/documentos-e-relatorios/,https://www.sicredi.com.br/coop/expansao/assembleias/,
202310,4010,41255225,,COOP SICREDI CENT PERNAMBUCANA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"269082585,27",https://www.sicredi.com.br/coop/centropernambucana/,https://www.sicredi.com.br/coop/centropernambucana/documentos-e-relatorios/,https://www.sicredi.com.br/coop/centropernambucana/assembleias/,
202310,4010,57647653,,COOP SICREDI FORÇA DOS VENTOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"410457953,27",https://www.sicredi.com.br/coop/forcadosventos/,https://www.sicredi.com.br/coop/forcadosventos/documentos/,https://www.sicredi.com.br/coop/forcadosventos/assembleias/,
202310,4010,70038237,,COOP SICREDI RIO GRANDE DO NORTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1211903586,57",https://www.sicredi.com.br/coop/riograndedonorte/,https://www.sicredi.com.br/coop/riograndedonorte/documentos-e-relatorios/,https://www.sicredi.com.br/coop/riograndedonorte/assembleias/,
202310,4010,70119680,,CENTRAL SICREDI NORDESTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"4192563112,64",none,none,none,
202310,4010,70241658,,SICREDI RECIFE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"792719607,22",https://www.sicredi.com.br/coop/recife/,https://www.sicredi.com.br/coop/recife/documentos-e-relatorios/,none,
202310,4010,70431630,,COOP SICREDI UNIVALES MT/RO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3258938452,94",https://www.sicredi.com.br/coop/univales/,https://www.sicredi.com.br/coop/univales/documentos-e-relatorios/,none,
202310,4010,72128440,,COOP SICREDI RIO RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"321108803,49",https://www.sicredi.com.br/coop/rio/,https://www.sicredi.com.br/coop/rio/documentos-e-relatorios/,https://www.sicredi.com.br/coop/rio/assembleias/,
202310,4010,72257793,,SICREDI CEARÁ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1352541252,55",https://www.sicredi.com.br/coop/ceara/,https://www.sicredi.com.br/coop/ceara/documentos-e-relatorios/,https://www.sicredi.com.br/coop/ceara/assembleias/,
202310,4010,73113243,,COOP SICREDI MORADA DO SOL SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"653716160,53",none,none,none,
202310,4010,76059997,,COOP SICREDI PROGRESSO PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2253962594,88",https://www.sicredi.com.br/coop/progresso-prsp/,https://www.sicredi.com.br/coop/progresso-prsp/documentos-e-relatorios/,https://www.sicredi.com.br/coop/progresso-prsp/assembleias/,
202310,4010,77984870,,COOP SICREDI PLANALT DAS ÁGUAS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1866916402,39",https://www.sicredi.com.br/coop/planalto-das-aguas-pr-sp/,https://www.sicredi.com.br/coop/planalto-das-aguas-pr-sp/documentos-e-relatorios/,https://www.sicredi.com.br/coop/planalto-das-aguas-pr-sp/assembleias/,
202310,4010,78414067,,COOP SICREDI VANGUARDA PR/SP/RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8006085840,81",https://www.sicredi.com.br/coop/vanguarda/,https://www.sicredi.com.br/coop/vanguarda/documentos-e-relatorios/,https://www.sicredi.com.br/coop/vanguarda/assembleias/,
202310,4010,78907607,,COOP SICREDI CENT SUL PR/SC/RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2210088877,69",https://www.sicredi.com.br/coop/centrosulprscrj/,https://www.sicredi.com.br/coop/centrosulprscrj/documentos-e-relatorios/,none,
202310,4010,79052122,,COOP SICREDI ALIANÇA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2995819629,85",https://www.sicredi.com.br/coop/aliancarssces/,https://www.sicredi.com.br/coop/aliancarssces/documentos-e-relatorios/,https://www.sicredi.com.br/coop/aliancarssces/assembleias/,
202310,4010,79063574,,COOP SICREDI NORTE SUL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1953382545,23",https://www.sicredi.com.br/coop/norte-sul/,none,none,
202310,4010,79086997,,COOP SICREDI PARANAPANEMA SERRANA P,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1598950105,07",https://www.sicredi.com.br/coop/paranapanemaserrana/,https://www.sicredi.com.br/coop/paranapanemaserrana/relatorio-anual/,none,
202310,4010,79342069,,COOP SICREDI DEXIS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"9784113333,10",none,none,none,
202310,4010,79457883,,COOP SICREDI AGROEMPRESARIAL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3398743122,09",https://www.sicredi.com.br/coop/agroempresarial/,https://www.sicredi.com.br/coop/agroempresarial/documentos-e-relatorios/,https://www.sicredi.com.br/coop/agroempresarial/assembleias/,
202310,4010,81054686,,COOP SICREDI INTEGRAÇÃO PR/SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1564698956,19",https://www.sicredi.com.br/coop/integracaoprsc/,https://www.sicredi.com.br/coop/integracaoprsc/documentos-e-relatorios/,none,
202310,4010,81099491,,COOP SICREDI VALE DO PIQUIRI,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8070381403,15",https://www.sicredi.com.br/coop/vale-piquiri/,https://www.sicredi.com.br/coop/vale-piquiri/documentos-e-relatorios/,https://www.sicredi.com.br/coop/vale-piquiri/assembleias/,
202310,4010,81115149,,COOP SICREDI GRANDES LAGOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1504489565,55",none,none,none,
202310,4010,81192106,,COOP SICREDI NOSSA TERRA PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1794974085,06",https://www.sicredi.com.br/coop/nossa-terra-pr-sp/,https://www.sicredi.com.br/coop/nossa-terra-pr-sp/documentos-e-relatorios/,https://www.sicredi.com.br/coop/nossa-terra-pr-sp/assembleias/,
202310,4010,81206039,,COOP SICREDI RIO PARANÁ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1812354255,91",https://www.sicredi.com.br/coop/rioparana/,none,none,
202310,4010,81466286,,SICREDI CAMPOS GERAIS E GRANDE CURI,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8002284420,49",https://www.sicredi.com.br/coop/camposgerais/,https://www.sicredi.com.br/coop/camposgerais/documentos-e-relatorios/,none,
202310,4010,81706616,,COOP SICREDI VLR SUSTENT PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1270127039,33",https://www.sicredi.com.br/coop/valorsustentavelprsp/,https://www.sicredi.com.br/coop/valorsustentavelprsp/documentos-e-relatorios/,https://www.sicredi.com.br/coop/valorsustentavelprsp/assembleias/,
202310,4010,82527557,,COOP SICREDI FRONTEIR PR/SC/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3220935646,71",https://www.sicredi.com.br/coop/fronteiras/,https://www.sicredi.com.br/coop/fronteiras/documentos-e-relatorios/,none,
202310,4010,83315408,,COOP SICREDI NORTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"532753641,90",https://www.sicredi.com.br/coop/norte/,https://www.sicredi.com.br/coop/norte/documentos-e-relatorios/,https://www.sicredi.com.br/coop/norte/assembleias/,
202310,4010,84974278,,COOP SICREDI IGUAÇU PR/SC/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2582325199,57",https://www.sicredi.com.br/coop/iguacu/,https://www.sicredi.com.br/coop/iguacu/documentos-e-relatorios/,https://www.sicredi.com.br/coop/iguacu/assembleias/,
202310,4010,87067757,,COOP SICREDI CENTRO SERRA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1775486252,16",https://www.sicredi.com.br/coop/centroserra/,https://www.sicredi.com.br/coop/centroserra/documentos-e-relatorios/,none,
202310,4010,87510475,,COOP SICREDI ROTA DAS TERRAS RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2379761594,07",https://www.sicredi.com.br/coop/rotadasterras/,https://www.sicredi.com.br/coop/rotadasterras/documentos-e-relatorios/,https://www.sicredi.com.br/coop/rotadasterras/assembleias/,
202310,4010,87733077,,COOP SICREDI ESSÊNCIA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2689499077,47",https://www.sicredi.com.br/coop/essencia/,https://www.sicredi.com.br/coop/essencia/assembleias/,https://www.sicredi.com.br/coop/essencia/assembleias/,
202310,4010,87780268,,COOP SICREDI UNIESTADOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"6302113491,53",https://www.sicredi.com.br/coop/uniestados/,https://www.sicredi.com.br/coop/uniestados/assembleias/,https://www.sicredi.com.br/coop/uniestados/assembleias/,
202310,4010,87780284,,COOP SICREDI VL JAGUA ZN MATA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1451056815,25",https://www.sicredi.com.br/coop/valedojaguarizonadamata/,https://www.sicredi.com.br/coop/valedojaguarizonadamata/documentos-e-relatorios/,https://www.sicredi.com.br/coop/valedojaguarizonadamata/assembleias/,
202310,4010,87781530,,SICREDI INTEGRAÇÃO DE ESTADOS RS/SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2832061578,58",https://www.sicredi.com.br/coop/integracaorsscmg/,https://www.sicredi.com.br/coop/integracaorsscmg/documentos-e-relatorios/,none,
202310,4010,87784088,,COOP SICREDI SUL MINAS RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1768294388,49",https://www.sicredi.com.br/coop/sulminas/,https://www.sicredi.com.br/coop/sulminas/documentos-e-relatorios/,https://www.sicredi.com.br/coop/sulminas/assembleias/,
202310,4010,87795639,,COOP SICREDI ALIANÇA RS/SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3885930829,79",https://www.sicredi.com.br/coop/aliancarssces/,https://www.sicredi.com.br/coop/aliancarssces/documentos-e-relatorios/,https://www.sicredi.com.br/coop/aliancarssces/assembleias/,
202310,4010,87853206,,COOP SICREDI OURO BRANCO RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3015065103,68",none,none,none,
202310,4010,87900411,,COOP SICREDI ESPUMOSO RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1821167392,66",https://www.sicredi.com.br/coop/espumosorsmg/,none,https://www.sicredi.com.br/coop/espumosorsmg/assembleias/,
202310,4010,87900601,,COOP SICREDI BOTUCARAÍ RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2247788336,16",none,none,none,
202310,4010,88038260,,COOP SICREDI PLANALTO RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5115224234,67",https://www.sicredi.com.br/coop/planalto-rs-mg/,https://www.sicredi.com.br/coop/planalto-rs-mg/documentos-e-relatorios/,https://www.sicredi.com.br/coop/planalto-rs-mg/assembleias/,
202310,4010,88099247,,COOP SICREDI RAIZES RS/SC/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2394347481,11",https://www.sicredi.com.br/coop/raizes/,https://www.sicredi.com.br/coop/raizes/documentos-e-relatorios/,https://www.sicredi.com.br/coop/raizes/assembleias/,
202310,4010,88471024,,COOP SICREDI CENTRO LESTE RS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1719815952,64",https://www.sicredi.com.br/coop/centrolesters/,https://www.sicredi.com.br/coop/centrolesters/documentos-e-relatorios/,https://www.sicredi.com.br/coop/centrolesters/assembleias/,
202310,4010,88894548,,COOP SICREDI UNIÃO RS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"6610853281,18",https://www.sicredi.com.br/coop/uniaorses/,https://www.sicredi.com.br/coop/uniaorses/documentos-e-relatorios/,https://www.sicredi.com.br/coop/uniaorses/assembleias/,
202310,4010,89126130,,COOP SICREDI REGIÃO DOS VALES,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"4483792566,10",https://www.sicredi.com.br/coop/regiao-dos-vales-rs/,https://www.sicredi.com.br/coop/regiao-dos-vales-rs/relatorio-anual/,none,
202310,4010,89468565,,COOP SICREDI REG PROD RS/SC/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"4036464245,20",https://www.sicredi.com.br/coop/regiaocentro/,https://www.sicredi.com.br/coop/regiaocentro/documentos-e-relatorios/,https://www.sicredi.com.br/coop/regiaocentro/assembleias/,
202310,4010,89990501,,COOP SICREDI IBIRAIARAS RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2829715423,03",none,none,none,
202310,4010,90497256,,COOP SICREDI INTERESTADOS RS/ES,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3037794587,65",https://www.sicredi.com.br/coop/interestados/,https://www.sicredi.com.br/coop/interestados/documentos-e-relatorios/,https://www.sicredi.com.br/coop/interestados/assembleias/,
202310,4010,90608712,,COOP SICREDI SERRANA RS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"7058583131,00",none,none,none,
202310,4010,90729369,,COOP SICREDI CULTURAS RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3105629370,52",https://www.sicredi.com.br/coop/culturasrsmg/,https://www.sicredi.com.br/coop/culturasrsmg/documentos/,https://www.sicredi.com.br/coop/culturasrsmg/assembleias/,
202310,4010,91159764,,COOP SICREDI INTEGRAÇÃO RS/MG,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3029569794,34",https://www.sicredi.com.br/coop/integracaorsmg/,https://www.sicredi.com.br/coop/integracaorsmg/documentos-e-relatorios/,https://www.sicredi.com.br/coop/integracaorsmg/assembleias/,
202310,4010,91586982,,COOP SICREDI PIONEIRA RS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"7474286770,12",none,none,none,
202310,4010,92555150,,COOP SICREDI ALT SERRA RS/SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3378357195,97",https://www.sicredi.com.br/coop/altosdaserra/,https://www.sicredi.com.br/coop/altosdaserra/documentos-e-relatorios/,none,
202310,4010,92796564,,COOP SICREDI UNIÃO METROPOLITANA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3188597070,66",https://www.sicredi.com.br/coop/uniao-metropolitana/,https://www.sicredi.com.br/coop/uniao-metropolitana/documentos-e-relatorios/,https://www.sicredi.com.br/coop/uniao-metropolitana/assembleias/,
