#DATA_BASE,DOCUMENTO,CNPJ,AGENCIA,NOME_INSTITUICAO,COD_CONGL,NOME_CONGL,TAXONOMIA,CONTA,NOME_CONTA,SALDO,URL,URL_Documentos
202310,4010,32995755,,COOP SICREDI SUDOESTE MT/PA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"7406709709,17",https://www.sicredi.com.br/coop/sudoeste-mt-pa/,https://www.sicredi.com.br/coop/sudoeste-mt-pa/documentos-e-relatorios/
202310,4010,33021064,,COOP SICREDI ARAXINGÚ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5609160341,23",https://www.sicredi.com.br/coop/araxingu/,https://www.sicredi.com.br/coop/araxingu/documentos-e-relatorios/
202310,4010,33022690,,COOP SICREDI BIOMAS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2655415710,50",https://www.sicredi.com.br/coop/biomas/,https://www.sicredi.com.br/coop/biomas/documentos-e-relatorios/
202310,4010,35571249,,COOP SICREDI EVOLUÇÃO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2842855946,66",https://www.sicredi.com.br/coop/evolucao/,https://www.sicredi.com.br/coop/evolucao/documentos-e-relatorios/
202310,4010,37442605,,COOP SICREDI GRANDES RIOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"5271254818,80",https://www.sicredi.com.br/coop/grandesrios/,https://www.sicredi.com.br/coop/grandesrios/documentos-e-relatorios/
202310,4010,41180092,,COOP SICREDI EXPANSÃO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2081439472,61",https://www.sicredi.com.br/coop/expansao/,https://www.sicredi.com.br/coop/expansao/documentos-e-relatorios/
202310,4010,41255225,,COOP SICREDI CENT PERNAMBUCANA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"269082585,27",https://www.sicredi.com.br/coop/centropernambucana/,https://www.sicredi.com.br/coop/centropernambucana/documentos-e-relatorios/
202310,4010,57647653,,COOP SICREDI FORÇA DOS VENTOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"410457953,27",https://www.sicredi.com.br/coop/forcadosventos/,https://www.sicredi.com.br/coop/forcadosventos/documentos-e-relatorios/
202310,4010,70038237,,COOP SICREDI RIO GRANDE DO NORTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1211903586,57",https://www.sicredi.com.br/coop/riograndedonorte/,https://www.sicredi.com.br/coop/riograndedonorte/documentos-e-relatorios/
202310,4010,70119680,,CENTRAL SICREDI NORDESTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"4192563112,64",https://www.sicredi.com.br/site/sobre-nos/relatorios/demonstracoes-financeiras-cooperativas-central-sicredi-nordeste/,https://www.sicredi.com.br/site/sobre-nos/relatorios/demonstracoes-financeiras-cooperativas-central-sicredi-nordeste/documentos-e-relatorios/
202310,4010,70241658,,SICREDI RECIFE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"792719607,22",https://www.sicredi.com.br/coop/recife/,https://www.sicredi.com.br/coop/recife/documentos-e-relatorios/
